"SeriesNumber","Order","Sensor1","Sensor2","Sensor3","Failure"
"7","76","81.99763597","52.98361972","36.98129150","false"
"7","77","80.31723196","53.57551949","37.85511143","false"
"7","78","79.05640663","54.45778580","38.57987235","false"
"7","79","78.43150837","54.87542070","38.74494058","false"
"7","80","78.34041944","55.41835854","38.95670752","false"
"7","81","76.47928474","56.23716478","39.77341486","false"
"7","82","75.01996970","56.81364991","40.21448225","false"
"7","83","73.62445773","57.69982751","40.26433722","false"
"7","84","72.95743259","57.99030666","41.13914243","false"
"7","85","71.80070449","58.20120774","41.14450699","false"
"7","86","73.54670996","56.81259059","40.40968270","false"
"7","87","72.70480780","57.43648265","41.17161497","false"
"7","88","73.77241236","55.59920279","40.78459092","false"
"7","89","72.26966446","56.14597652","41.20616397","false"
"7","90","70.93675016","56.81254581","41.87433144","false"
"7","91","72.42823145","54.84537438","41.03105119","false"
"7","92","70.43296728","55.80568541","41.37599649","false"
"7","93","69.74631047","56.40840163","41.69745566","true"
"8","1","100.62040906","48.60863488","19.72662909","false"
"8","2","98.95016481","48.97940440","20.54162252","false"
"8","3","101.09517513","47.68855898","19.79284477","false"
"8","4","102.42069103","45.99018745","19.07689255","false"
"8","5","101.46111509","46.07662021","19.68420530","false"
"8","6","101.40607080","46.25314495","20.12553489","false"
"8","7","100.55758500","47.17381124","20.52677529","false"
"8","8","99.76421770","47.56520152","21.30739085","false"
"8","9","97.99017932","47.56694469","21.42809061","false"
"8","10","99.68569603","46.32666948","20.84338764","false"
"8","11","99.59343102","46.73374677","21.40707653","false"
"8","12","98.36819732","46.76314496","21.43737809","false"
"8","13","97.61558150","46.77108525","21.65278297","false"
"8","14","97.39068136","47.75746187","21.83402997","false"
"8","15","96.19738453","48.72117460","21.86096521","false"
"8","16","94.90808942","49.67289973","22.03042563","false"
"8","17","94.23731341","49.94481694","22.18006368","false"
"8","18","93.05176502","50.72134870","22.65144447","false"
"8","19","92.41998213","50.95872082","22.94682557","false"
"8","20","91.68430338","51.27305197","23.05567157","false"
"8","21","90.49551111","51.95606999","23.28036434","false"
"8","22","91.27441212","50.71625234","22.83812307","false"
"8","23","90.45247751","51.31952436","22.99506664","false"
"8","24","89.37696626","51.41517269","23.76161952","false"
"8","25","91.79929213","49.72760858","22.77750050","false"
"8","26","91.41547076","49.97819632","23.27969490","false"
"8","27","90.78694355","50.02001301","24.19469553","false"
"8","28","89.29594619","50.84303609","24.31619391","false"
"8","29","87.92507237","51.55941572","24.43415195","false"
"8","30","86.82996227","51.78908936","24.80469429","false"
"8","31","84.95783816","52.39390797","24.81942626","false"
"8","32","84.02131858","52.80033529","25.37877478","false"
"8","33","82.43041042","53.41147421","25.99925686","false"
"8","34","82.22006886","53.76767914","26.06192473","false"
"8","35","82.07715453","54.14473351","26.06932886","false"
"8","36","84.05013388","52.74028549","25.05547181","false"
"8","37","85.31341651","50.87438608","23.96880512","false"
"8","38","84.04339064","51.17113312","24.20549964","false"
"8","39","82.73739602","51.23510404","24.42565812","false"
"8","40","81.11512044","51.62423762","25.36930890","false"
"8","41","79.94793685","52.29022773","25.82171545","false"
"8","42","78.11771756","53.11057169","26.09274850","false"
"8","43","77.69944250","53.63120608","26.20813116","false"
"8","44","77.47008463","54.44692408","26.26837131","false"
"8","45","77.22247921","55.24729956","26.81080293","false"
"8","46","78.93484296","54.08748970","25.79181939","false"
"8","47","77.80386007","54.34477303","25.98819463","false"
"8","48","75.94481176","54.95061675","26.31220746","false"
"8","49","74.85450544","55.53254540","27.17193089","false"
"8","50","74.45867986","56.06066823","27.81826490","false"
"8","51","73.84429198","56.29815422","28.53308349","false"
"8","52","72.80909290","56.89739036","28.61889957","false"
"8","53","71.95882056","57.60374824","28.70660325","false"
"8","54","70.33253719","57.92086593","28.90995188","false"
"8","55","69.00418912","58.81390479","29.66280158","false"
"8","56","67.34591556","59.60356590","30.24336321","false"
"8","57","66.14493258","60.13278341","30.88459418","false"
"8","58","65.91416538","60.48071584","31.64162352","false"
"8","59","65.27225339","60.55855252","32.44058687","false"
"8","60","63.32219447","61.37168183","33.43718336","false"
"8","61","61.54988141","62.19383652","33.50357562","false"
"8","62","61.40597015","62.51421229","33.56090228","false"
"8","63","60.45521016","62.56429952","34.08886061","false"
"8","64","62.45653337","60.96612552","33.36918854","false"
"8","65","61.68580039","61.09894398","34.28620968","false"
"8","66","60.04037071","61.98766173","35.12866850","false"
"8","67","58.63917836","62.78064907","35.24497653","false"
"8","68","57.40954462","63.52087490","35.47372009","false"
"8","69","56.92935366","63.71912405","35.90437325","false"
"8","70","56.53874747","64.13649766","36.61195477","false"
"8","71","54.67526176","64.76451734","37.02952516","false"
"8","72","53.31491699","64.79920902","37.64479237","false"
"8","73","52.71107617","65.51167071","38.36729206","false"
"8","74","54.75516176","64.02552762","37.61569437","false"
"8","75","54.55261400","64.50591974","37.92118650","false"
"8","76","54.49000388","65.10241251","38.01449935","false"
"8","77","52.85085456","66.02237308","38.89813478","false"
"8","78","51.25742431","66.67143336","39.53567755","false"
"8","79","52.78359058","64.68270102","38.51944476","false"
"8","80","52.38706214","65.60015151","39.24924247","false"
"8","81","50.71057639","66.32914554","39.41169247","false"
"8","82","50.08017219","66.61434740","39.76224400","false"
"8","83","49.83282661","67.32252800","40.61241962","true"
"9","1","99.05109619","50.05234644","20.83384813","false"
"9","2","98.50024559","50.50094482","21.23267842","false"
"9","3","99.72540345","48.81163490","20.15843429","false"
"9","4","99.60126807","49.55754975","20.20615630","false"
"9","5","99.33332659","50.41605054","20.88949505","false"
"9","6","97.99658186","51.27357951","21.27365526","false"
"9","7","96.86918890","51.28755376","21.47815321","false"
"9","8","95.60845052","51.81075759","21.97375445","false"
"9","9","95.32136707","52.57153693","22.37539257","false"
"9","10","97.43073000","50.95843626","21.89885480","false"
"9","11","97.24774334","51.80080337","22.38871454","false"
"9","12","96.09117720","52.08494691","22.74341652","false"
"9","13","95.31034042","53.05423798","23.60398557","false"
"9","14","93.86973728","53.91726046","23.89285912","false"
"9","15","95.71108746","52.23756534","23.48618989","false"
"9","16","94.52657281","52.66363975","23.80811293","false"
"9","17","93.06010475","53.22380052","24.66846764","false"
"9","18","92.59679814","53.32812711","25.44629014","false"
"9","19","92.27734470","53.85165313","26.11305333","false"
"9","20","91.06648233","54.39464688","26.43541387","false"
"9","21","92.24886735","52.40713708","25.61898531","false"
"9","22","91.55134741","52.95719330","26.05140037","false"
"9","23","89.71030968","53.19374049","26.37975625","false"
"9","24","87.98947767","53.89747044","26.92151411","false"
"9","25","86.89524108","54.45684916","27.64248733","false"
"9","26","85.61250741","55.35147492","28.13610572","false"
"9","27","84.00536778","55.80441271","28.22985016","false"
"9","28","84.81894570","54.04839971","27.71723207","false"
"9","29","86.31713522","52.71294983","26.65570849","false"
"9","30","88.31512585","51.47629275","25.51934664","false"
"9","31","89.82125301","50.07357997","25.13239763","false"
"9","32","89.75194356","50.16700183","25.40777622","false"
"9","33","88.35816495","50.99805133","26.08959927","false"
"9","34","88.11771477","51.06264126","26.55775419","false"
"9","35","87.60499153","51.62201011","26.88530192","false"
"9","36","87.59671851","52.43290274","27.07672136","false"
"9","37","87.34366715","52.94382659","27.93224028","false"
"9","38","86.04740293","53.25787379","28.35359137","false"
"9","39","84.51099987","53.76541804","29.06014734","false"
"9","40","83.20909473","54.12160880","30.00820532","false"
"9","41","81.54876763","54.66630341","30.27749666","false"
"9","42","82.43703531","53.62209351","29.23317628","false"
"9","43","81.33688974","54.22300246","29.76924020","false"
"9","44","81.12606617","54.45294776","29.96389367","false"
"9","45","79.30675316","54.66817186","30.73059018","false"
"9","46","78.36353884","55.39168050","30.94046184","false"
"9","47","80.43816908","54.01709515","30.04729863","false"
"9","48","79.25523679","54.45852380","30.64275880","false"
"9","49","78.21717624","54.78943480","31.50843366","false"
"9","50","77.23471075","55.21382355","31.66682809","false"
"9","51","78.54658463","54.08936564","31.07880500","false"
"9","52","77.03651895","54.59888860","31.39847666","false"
"9","53","79.01540416","52.76909354","30.30749806","false"
"9","54","81.44451460","51.58664609","29.81512195","false"
"9","55","83.47407190","50.52095810","28.64352370","false"
"9","56","82.99854034","51.50879930","28.91333652","false"
"9","57","82.05363045","52.23278761","29.47981615","false"
"9","58","81.85892479","52.97643526","29.91148154","false"
"9","59","80.09258943","53.29082323","30.36181353","false"
"9","60","78.26584119","53.97618829","30.93177861","false"
"9","61","77.87184411","54.24782513","31.38167764","false"
"9","62","76.84688033","55.18353262","32.20039996","false"
"9","63","75.98058484","56.11944304","32.73991103","false"
"9","64","74.63391001","56.30248428","33.39515781","false"
"9","65","72.90409500","57.19536279","33.40276745","false"
"9","66","70.94699356","57.76896776","33.90167524","false"
"9","67","69.97493868","58.32092124","34.34020930","false"
"9","68","68.25971239","58.54399798","34.39972998","false"
"9","69","70.53217249","56.66418698","33.98752721","false"
"9","70","71.24610053","55.17706670","32.84678735","false"
"9","71","73.52388340","54.14745101","31.84459637","false"
"9","72","71.87991364","54.86219747","32.16955032","false"
"9","73","70.65655455","55.18103354","32.29908638","false"
"9","74","70.55415845","56.00238859","33.20985350","false"
"9","75","70.00142028","56.95877452","33.93867098","false"
"9","76","71.35548305","55.45192836","32.93827042","false"
"9","77","70.51569154","55.62528059","33.42468205","false"
"9","78","71.64971045","54.37357617","32.62408518","false"
"9","79","71.50191406","55.18261451","33.43294598","false"
"9","80","71.41214665","55.60511892","33.70589347","false"
"9","81","70.84295142","56.56439086","33.76658086","false"
"9","82","71.49691280","54.93241479","32.77472344","false"
"9","83","70.92204531","55.28619800","32.98117521","false"
"9","84","71.93388926","54.27670675","32.33168757","false"
"9","85","70.87573486","54.65173099","32.68703807","false"
"9","86","70.71097244","55.38320153","33.21153597","false"
"9","87","69.78471247","55.53607990","33.47751574","false"
"9","88","70.46597954","53.78472370","33.14185527","false"
"9","89","69.14203687","54.71864087","33.46454384","false"
"9","90","68.55019848","55.14508825","33.65552984","false"
"9","91","67.34630137","55.39181770","33.80090624","false"
"9","92","67.13193371","56.05328303","34.76245572","false"
"9","93","65.38422298","56.11535960","35.02311906","false"
"9","94","64.02644264","56.44011908","35.31503706","false"
"9","95","63.62944509","57.08318986","36.29470889","false"
"9","96","62.91525970","57.67544378","36.38808846","false"
"9","97","62.67979314","58.04841006","36.64610507","false"
"9","98","60.84404358","58.61060133","36.73995147","false"
"9","99","58.98776610","59.48354207","37.51058779","false"
"9","100","57.99335962","60.46486948","38.49442909","false"
"9","101","57.59889897","61.22810176","39.36882105","false"
"9","102","55.68246570","61.98433973","40.03348877","true"
"10","1","100.81775356","48.21424588","19.12652316","false"
"10","2","100.33692339","49.07926706","19.43614227","false"
"10","3","100.33438059","49.84452389","19.79313747","false"
"10","4","99.99008691","50.52395065","20.11726451","false"
"10","5","99.58531836","51.09938774","21.07980340","false"
"10","6","97.63195098","51.45679534","21.12084124","false"
"10","7","95.63530921","51.64367819","22.10187434","false"
"10","8","94.49871257","51.73080713","22.72704239","false"
"10","9","95.21278438","50.38286817","21.69795151","false"
"10","10","94.11739843","50.77221092","21.81315494","false"
"10","11","92.20718852","51.21603632","22.47809416","false"
"10","12","91.38522287","51.42125065","23.28450241","false"
"10","13","91.29577348","51.82173286","23.74322551","false"
"10","14","93.09600421","50.30175386","22.73873475","false"
"10","15","91.50783675","50.77812254","23.22687988","false"
"10","16","89.98345767","50.85453132","23.44977708","false"
"10","17","89.75138885","51.25325784","24.33768657","false"
"10","18","90.94595423","50.04232053","23.87808646","false"
"10","19","92.82930690","48.58608857","23.15380619","false"
"10","20","93.40070517","46.67826076","22.22001397","false"
"10","21","91.75748947","46.69054410","22.29916737","false"
"10","22","91.44659293","47.22672970","22.49853209","false"
"10","23","90.33015411","47.66057893","22.66089371","false"
"10","24","89.87199048","47.91967909","22.78373375","false"
"10","25","87.90473746","48.85458453","23.23678030","false"
"10","26","86.60324566","49.22392396","24.08929944","false"
"10","27","85.54639577","49.38903525","24.89247650","false"
"10","28","87.79477192","47.58658979","24.14432561","false"
"10","29","85.82877063","48.57208748","24.48299563","false"
"10","30","84.92623503","49.25162748","25.09632781","false"
"10","31","84.84986798","50.13105682","25.77832962","false"
"10","32","84.15767166","50.46790393","26.61818205","false"
"10","33","83.42182290","50.63788524","26.82975868","false"
"10","34","81.71466953","51.50096431","27.42927585","false"
"10","35","81.26397661","51.72368728","28.11459959","false"
"10","36","80.21061168","52.02344474","28.54238703","false"
"10","37","79.42585460","52.14168251","28.98204338","false"
"10","38","77.77063920","52.37622558","29.91605024","false"
"10","39","75.78093362","52.40777225","30.81927553","false"
"10","40","77.21706171","50.65769208","30.51163297","false"
"10","41","75.73680623","50.93477635","31.09837289","false"
"10","42","75.02826678","51.10085036","31.20570256","false"
"10","43","74.53762294","51.65801024","32.05083276","false"
"10","44","73.73119595","52.07377272","32.41576728","false"
"10","45","71.89759315","52.65176260","33.02309451","false"
"10","46","70.67101751","53.61700962","34.01168640","false"
"10","47","70.05348027","54.29757241","34.16772148","false"
"10","48","69.93735778","55.24597575","34.84035541","false"
"10","49","71.72866651","54.17559380","34.18853358","false"
"10","50","71.55736760","54.79436377","34.83671426","false"
"10","51","70.08136761","54.80932737","35.68120150","false"
"10","52","69.07393951","55.17667995","36.08271646","false"
"10","53","68.92138766","55.91012312","36.28539042","false"
"10","54","68.18857982","56.39210593","36.92664752","false"
"10","55","67.36843825","57.06093610","36.95229719","false"
"10","56","67.12036819","57.30189398","37.71700044","false"
"10","57","65.29603109","57.54364919","38.24080469","false"
"10","58","64.67844819","57.93995554","39.15037478","false"
"10","59","65.44975457","56.91520275","38.77364227","false"
"10","60","64.89150490","57.35839637","39.50534285","false"
"10","61","63.34194670","57.53975253","39.79505449","false"
"10","62","61.82832720","57.61479369","40.19969476","true"
"11","1","100.57775323","48.01357609","19.51752058","false"
"11","2","98.60939801","48.80135634","20.07146810","false"
"11","3","99.89645257","46.81108473","19.39857978","false"
"11","4","99.18900403","47.04844906","19.54996275","false"
"11","5","98.74515170","47.76416869","19.69038290","false"
"11","6","98.15666898","47.77439707","19.86246474","false"
"11","7","97.79754708","48.16065859","20.51569482","false"
"11","8","95.93276641","49.06497755","20.73640498","false"
"11","9","94.90608044","50.04681461","20.89887141","false"
"11","10","94.41787885","51.00421997","20.98963449","false"
"11","11","93.19345404","51.57728046","21.82713207","false"
"11","12","92.71074896","52.03723115","22.29872933","false"
"11","13","90.80001034","52.79845354","22.76146249","false"
"11","14","89.91528947","53.63814432","23.00856590","false"
"11","15","89.57271075","54.15973225","23.43130465","false"
"11","16","89.10181254","54.70639894","23.90135206","false"
"11","17","90.93701414","52.85912030","22.67681800","false"
"11","18","90.72436406","53.19408350","23.07653538","false"
"11","19","90.28751873","53.40033288","23.73961510","false"
"11","20","89.28771869","53.76954723","23.86157459","false"
"11","21","89.03872615","54.39885003","24.80653770","false"
"11","22","91.01975093","53.34743719","24.31637983","false"
"11","23","89.32822432","54.04982362","25.25098002","false"
"11","24","89.10219699","54.66099549","25.57717090","false"
"11","25","87.80251988","55.40186958","26.07061456","false"
"11","26","87.05817999","56.33669750","26.28100262","false"
"11","27","89.31721785","54.65970942","25.69298793","false"
"11","28","88.92479752","55.33161816","26.34439127","false"
"11","29","87.26734347","56.09952796","27.28627160","false"
"11","30","86.56867767","56.16321309","27.29684174","false"
"11","31","86.48432198","56.55286343","27.50373162","false"
"11","32","87.80560122","55.44569353","27.11988768","false"
"11","33","85.95852677","55.48448130","27.12539177","false"
"11","34","84.41662908","56.30167193","27.77639046","false"
"11","35","86.12922108","54.88621048","26.63820262","false"
"11","36","84.90055160","55.88088226","27.14836837","false"
"11","37","84.69037648","56.55177059","27.15773305","false"
"11","38","85.67816849","55.41519585","25.97734883","false"
"11","39","85.19262991","56.13050869","26.51640317","false"
"11","40","85.07104900","56.55668897","26.79467646","false"
"11","41","83.77137227","56.56734540","27.07255801","false"
"11","42","82.41204258","56.92886180","27.58499470","false"
"11","43","80.98692445","57.68711822","27.84139240","false"
"11","44","83.13555908","55.75716911","27.55784897","false"
"11","45","81.19252785","56.29211137","28.22771933","false"
"11","46","82.81442574","54.53917366","27.38952747","false"
"11","47","81.06040625","55.28901794","28.26215944","false"
"11","48","79.44892478","56.22160714","28.66520856","false"
"11","49","81.10807064","54.51808189","27.47659589","false"
"11","50","81.05777194","54.95956360","27.61039041","false"
"11","51","81.03349868","55.23560557","28.32929949","false"
"11","52","79.83176590","55.49083713","28.85458949","false"
"11","53","78.36964428","56.12985427","29.47989232","false"
"11","54","79.06191841","54.66005919","28.41121881","false"
"11","55","77.68397011","54.69310876","29.19082654","false"
"11","56","76.55491019","55.51712282","30.01380867","false"
"11","57","75.96772218","55.62239701","30.15466005","false"
"11","58","74.63176023","55.69337970","30.20563267","false"
"11","59","73.21403473","56.12029322","31.15132781","false"
"11","60","72.03371901","56.14762095","31.98822012","false"
"11","61","70.88925050","56.18970758","32.45574996","false"
"11","62","69.56803366","56.68527257","33.33167227","false"
"11","63","68.19986105","56.94050299","34.20442079","false"
"11","64","66.30659534","57.56733177","35.19809523","false"
"11","65","65.55631151","58.03586471","35.66475726","false"
"11","66","64.94911413","58.78542812","36.59624428","false"
"11","67","66.44881124","56.93619645","35.58454775","false"
"11","68","64.98402125","57.59529792","35.69803463","false"
"11","69","63.66194468","58.53736641","36.16708649","false"
"11","70","65.96183802","57.39229212","35.56634591","false"
"11","71","64.45865350","57.65748992","36.50196368","false"
"11","72","63.18729298","58.23862898","37.10102642","false"
"11","73","62.88899487","59.06329143","37.93382362","false"
"11","74","64.38426372","57.06751113","36.87102902","false"
"11","75","65.99987052","55.79914475","36.58628867","false"
"11","76","64.22389293","55.81612134","37.30147228","false"
"11","77","62.49199164","56.22229424","37.66999143","false"
"11","78","63.02646433","55.09769488","37.12674594","false"
"11","79","61.02776712","55.85872831","37.72762188","false"
"11","80","63.14022593","54.06255974","37.30994700","false"
"11","81","61.85033840","54.20850430","37.51229571","false"
"11","82","63.90136124","52.85831236","37.01667271","false"
"11","83","62.16743343","53.61860186","37.36307527","false"
"11","84","60.58895279","53.66422219","38.17677684","false"
"11","85","62.87453333","52.21841829","37.72725431","false"
"11","86","62.46203540","52.79897986","38.22483096","false"
"11","87","63.58374351","51.27577354","37.94406650","false"
"11","88","62.57293534","51.72937547","38.75491139","false"
"11","89","62.49837662","52.61835472","39.40487083","false"
"11","90","64.24780016","50.97615573","38.18064133","false"
"11","91","64.11256963","51.76425494","38.43092341","false"
"11","92","63.20739605","52.55663556","39.24050055","false"
"11","93","62.36766255","53.22565213","39.72574033","false"
"11","94","60.95952370","53.56050648","39.82169880","false"
"11","95","60.92301422","53.91666828","40.46080470","true"
"12","1","99.57779656","50.80346960","20.13189790","false"
"12","2","97.63241359","51.69519333","20.88742615","false"
"12","3","95.65194742","52.46395805","21.35740882","false"
"12","4","95.59485234","52.67863744","21.86139715","false"
"12","5","96.86498264","51.15601703","21.21524036","false"
"12","6","96.44892048","51.94639894","21.99139905","false"
"12","7","96.13163864","52.60032526","22.17176377","false"
"12","8","95.43686776","53.04767687","22.53214402","false"
"12","9","95.12343904","53.64421701","22.92513108","false"
"12","10","94.43807025","54.54821855","23.43239530","false"
"12","11","93.25620244","54.96218776","24.15819156","false"
"12","12","92.23007848","55.74451498","25.11667058","false"
"12","13","91.40709309","56.00983146","25.34385536","false"
"12","14","90.04863711","56.86218088","26.10089794","false"
"12","15","89.34014256","57.27695908","26.46185034","false"
"12","16","88.68694782","58.23970598","26.69000136","false"
"12","17","87.41206767","59.06951395","26.80965872","false"
"12","18","87.02202765","59.20864322","27.74492325","false"
"12","19","87.83679906","58.00369339","27.40896104","false"
"12","20","86.98298914","58.29439857","28.18651376","false"
"12","21","86.53181608","58.37623232","28.31329380","false"
"12","22","85.37637014","59.01509841","28.32698983","false"
"12","23","85.27322414","59.12933091","28.79279735","false"
"12","24","86.81455642","57.39769875","27.93841619","false"
"12","25","86.30296117","57.57916567","28.45092286","false"
"12","26","84.58275906","57.88521257","28.57920534","false"
"12","27","82.61024677","58.53955184","28.89285671","false"
"12","28","81.84727398","59.20484700","29.55442151","false"
"12","29","80.96760390","59.62796995","30.02198761","false"
"12","30","80.01161135","60.60951426","30.49789731","false"
"12","31","79.02171212","60.81430779","30.94666331","false"
"12","32","78.94089606","61.18239246","31.11319106","false"
"12","33","77.77669322","61.59649578","31.14401425","false"
"12","34","76.43816017","62.30863951","31.52149156","false"
"12","35","75.23498920","62.50922304","32.26698890","false"
"12","36","74.10476879","62.94455813","32.44105476","false"
"12","37","73.38698302","63.87099279","32.99454636","false"
"12","38","73.04945082","64.59726079","33.91220447","false"
"12","39","74.89421740","62.69692368","33.08431787","false"
"12","40","73.27711996","63.35535838","33.98853029","false"
"12","41","71.39452244","63.56090015","34.23167230","false"
"12","42","73.66647890","61.65445586","33.32329719","false"
"12","43","71.99871732","61.72989299","33.55859077","false"
"12","44","70.07134967","62.48843164","33.97194594","false"
"12","45","72.11519943","61.09214216","32.90232118","false"
"12","46","74.24907455","59.63951773","32.38788808","false"
"12","47","72.47144270","60.21341994","33.21948058","false"
"12","48","71.94518508","60.74699721","33.42549998","false"
"12","49","71.04465087","61.47720474","33.89356216","false"
"12","50","70.86562466","61.83568647","34.24027390","false"
"12","51","72.41504706","60.36291984","33.23144060","false"
"12","52","70.67079059","60.56704124","34.06093494","false"
"12","53","70.62205423","61.26881210","34.21505451","false"
"12","54","71.33512152","59.44998281","33.05691457","false"
"12","55","69.77675522","59.66701110","33.54680218","false"
"12","56","71.79932818","57.76780226","32.60374045","false"
"12","57","73.38941977","55.99175786","31.97382060","false"
"12","58","74.32787692","54.74109172","31.09389343","false"
"12","59","76.07087000","52.74678675","30.24370094","false"
"12","60","74.77329459","53.11027185","30.32838675","false"
"12","61","74.21179545","53.67310180","30.56349726","false"
"12","62","72.35790475","54.11910734","30.59290224","false"
"12","63","71.59773946","54.69222685","31.29473453","false"
"12","64","72.13456476","52.99543680","30.77174540","false"
"12","65","71.30588573","53.75641449","30.82710226","false"
"12","66","71.08537672","54.35293379","31.78199617","false"
"12","67","70.60587486","54.65810731","32.69400107","false"
"12","68","70.08589415","55.34982607","32.94421046","false"
"12","69","69.73356723","56.32360475","33.56449241","false"
"12","70","70.27280638","54.51200981","33.00930537","false"
"12","71","69.64204972","55.19899514","33.80938746","false"
"12","72","69.04622765","55.58152469","34.10743227","false"
"12","73","68.64711612","55.86320421","34.66514863","false"
"12","74","67.06317537","56.79772662","35.21825365","false"
"12","75","66.68860565","57.22463121","36.09989418","false"
"12","76","65.06838741","57.82866931","36.62486096","false"
"12","77","63.40674606","58.79992652","36.90239173","false"
"12","78","61.70319887","59.47946101","37.45627362","false"
"12","79","62.99063616","57.63169860","36.73005688","false"
"12","80","61.51052866","58.58277282","37.33049537","false"
"12","81","60.96878749","58.60769684","37.48045189","false"
"12","82","61.59775230","57.36576315","37.09620028","false"
"12","83","59.79121916","57.49486873","37.71316355","false"
"12","84","58.64371016","57.55454659","37.94297342","false"
"12","85","60.51351822","55.60466381","37.26826228","false"
"12","86","59.58362236","56.48299609","37.38908103","false"
"12","87","60.94967685","54.94555929","36.22763763","false"
"12","88","61.57467929","53.49415738","35.11201281","false"
"12","89","59.85662479","54.18083582","35.17303411","false"
"12","90","59.12236990","54.47778825","35.95830116","false"
"12","91","58.75783586","54.96782135","36.84134460","false"
"12","92","57.26834272","55.22266209","36.89551697","false"
"12","93","58.86919299","53.62971366","36.18203141","false"
"12","94","57.95282508","53.90898387","36.48365193","false"
"12","95","56.07536921","54.28724225","37.03490930","false"
"12","96","54.87979018","54.66857982","37.40677839","false"
"12","97","56.35435111","52.71636987","36.54468571","false"
"12","98","55.28456951","52.72049402","37.51217959","false"
"12","99","53.99945487","52.89343082","38.05784185","false"
"12","100","52.92829602","53.22370780","38.20121902","false"
"12","101","52.62541310","53.51528069","39.03213965","false"
"12","102","54.61327433","51.89121981","38.44701670","false"
"12","103","53.42657058","52.11738499","38.86322516","false"
"12","104","52.11729549","52.72653375","39.23103077","false"
"12","105","54.14473691","50.84961101","38.33690170","false"
"12","106","52.40686904","51.45961284","38.71998630","false"
"12","107","50.51282504","51.70851686","39.60831792","false"
"12","108","50.34884674","52.53072046","40.27478848","true"
"13","1","101.78133320","48.74128397","19.71695462","false"
"13","2","101.10783893","48.75081215","20.19780465","false"
"13","3","101.76271719","47.15122447","19.38430522","false"
"13","4","99.81852373","47.65787479","19.83548275","false"
"13","5","99.51986949","47.95395951","20.08710803","false"
"13","6","98.48263870","48.22030891","20.41279927","false"
"13","7","99.15030341","46.89288556","20.00136322","false"
"13","8","101.54335895","45.12626933","18.83157786","false"
"13","9","99.98317485","45.92684056","18.91102453","false"
"13","10","99.73631575","46.08589472","19.77825373","false"
"13","11","100.48117551","44.34471052","19.18597049","false"
"13","12","98.83714563","44.64472726","19.66089706","false"
"13","13","96.92835504","44.88335008","20.33661168","false"
"13","14","97.99354904","43.55471687","19.17116391","false"
"13","15","95.99359279","44.32630876","19.62990229","false"
"13","16","95.24416619","44.39688936","20.49995826","false"
"13","17","94.75719043","44.73337634","21.31259061","false"
"13","18","97.22671111","43.63188404","20.90617140","false"
"13","19","96.47488794","44.17270027","21.61056980","false"
"13","20","94.76624212","44.48371358","21.74589385","false"
"13","21","94.46516273","45.14967760","22.45143084","false"
"13","22","93.09971656","45.48751127","23.43175896","false"
"13","23","94.47913289","44.03612479","22.97746045","false"
"13","24","93.36057594","44.65432317","23.74876106","false"
"13","25","93.11821221","45.54254079","24.20836439","false"
"13","26","93.74389812","43.61597650","23.73646597","false"
"13","27","92.66615910","44.23600102","24.64533729","false"
"13","28","90.73200792","44.34168084","25.12390859","false"
"13","29","90.38049122","44.38474078","25.43458530","false"
"13","30","89.43589201","44.45354673","26.22990090","false"
"13","31","88.41159700","44.56690201","26.41353716","false"
"13","32","86.47484564","45.46987191","26.47043295","false"
"13","33","85.73123565","45.74133281","26.64724157","false"
"13","34","87.17723216","44.30896904","25.65644987","false"
"13","35","87.01735801","44.72605301","26.06773769","false"
"13","36","86.57185623","45.42012349","26.26913465","false"
"13","37","84.58671743","45.75209128","26.44006199","false"
"13","38","84.07009611","46.21416569","26.78737287","false"
"13","39","85.43919014","44.39076672","26.17366615","false"
"13","40","84.82988496","44.70471689","26.41234249","false"
"13","41","83.99298559","45.33842203","26.90315415","false"
"13","42","83.01471963","45.80742577","27.84935191","false"
"13","43","82.24892924","46.57045952","28.82840102","false"
"13","44","84.03576141","44.99282484","28.03547238","false"
"13","45","83.39289424","45.30259380","28.25792053","false"
"13","46","83.26006159","46.05808340","28.43684074","false"
"13","47","83.84263710","44.77399791","27.40261943","false"
"13","48","84.44696287","43.24255687","26.38211004","false"
"13","49","86.88220477","41.63153998","25.86522902","false"
"13","50","86.64582633","41.89227255","26.52276956","false"
"13","51","85.15572530","42.77468772","27.47663969","false"
"13","52","86.24981183","41.23262848","26.44238916","false"
"13","53","85.51662839","41.23380368","26.72668047","false"
"13","54","85.24883827","41.95057084","26.85430890","false"
"13","55","83.48031220","42.86027731","27.09558624","false"
"13","56","82.76309485","42.97925485","27.99928280","false"
"13","57","81.60010675","43.24308708","28.52970229","false"
"13","58","79.78837604","44.14524813","28.81941726","false"
"13","59","78.39181161","45.05562522","29.37288991","false"
"13","60","77.35374393","45.07823005","29.98455469","false"
"13","61","76.46696208","45.09932604","30.68759765","false"
"13","62","74.95262767","45.38065963","31.10520261","false"
"13","63","74.24067721","46.27315292","31.87692223","false"
"13","64","72.77798383","46.47424394","32.63517767","false"
"13","65","71.58019056","46.63913922","32.72556820","false"
"13","66","73.66139796","45.04378296","32.16422945","false"
"13","67","72.65405369","45.58314217","32.51634958","false"
"13","68","74.45112316","44.42292027","31.71689964","false"
"13","69","75.71023303","42.58180715","30.96074867","false"
